Country,Role,AR,WG,Total Country Authors,Total Authors,Percentage of Authors in Country
Switzerland,Review Editor,5,2,2,66,3.0303
Switzerland,Review Editor,5,3,0,36,0.0000
Switzerland,Contributing Author,1,1,1,29,3.4483
Switzerland,Contributing Author,1,2,0,147,0.0000
Switzerland,Contributing Author,1,3,1,9,11.1111
Switzerland,Contributing Author,2,1,5,352,1.4205
Switzerland,Contributing Author,2,2,11,294,3.7415
Switzerland,Contributing Author,2,3,2,28,7.1429
Switzerland,Contributing Author,3,1,12,518,2.3166
Switzerland,Contributing Author,3,2,1,232,0.4310
Switzerland,Contributing Author,3,3,1,71,1.4085
Switzerland,Contributing Author,4,1,19,496,3.8306
Switzerland,Contributing Author,4,2,8,217,3.6866
Switzerland,Contributing Author,4,3,1,84,1.1905
Switzerland,Contributing Author,5,1,21,603,3.4826
Switzerland,Contributing Author,5,2,2,386,0.5181
Taiwan,Coordinating Lead Author,1,1,0,34,0.0000
Taiwan,Coordinating Lead Author,1,2,0,13,0.0000
Taiwan,Coordinating Lead Author,1,3,0,19,0.0000
Taiwan,Coordinating Lead Author,2,1,0,15,0.0000
Taiwan,Coordinating Lead Author,2,2,0,43,0.0000
Taiwan,Coordinating Lead Author,2,3,0,12,0.0000
Taiwan,Coordinating Lead Author,3,1,0,23,0.0000
Taiwan,Coordinating Lead Author,3,2,0,42,0.0000
Taiwan,Coordinating Lead Author,3,3,0,20,0.0000
Taiwan,Coordinating Lead Author,4,1,0,25,0.0000
Taiwan,Coordinating Lead Author,4,2,0,51,0.0000
Taiwan,Coordinating Lead Author,4,3,0,25,0.0000
Taiwan,Coordinating Lead Author,5,1,0,29,0.0000
Taiwan,Coordinating Lead Author,5,2,0,64,0.0000
Taiwan,Coordinating Lead Author,5,3,0,34,0.0000
Taiwan,Lead Author,1,1,0,214,0.0000
Taiwan,Lead Author,1,2,0,11,0.0000
Taiwan,Lead Author,1,3,0,43,0.0000
Taiwan,Lead Author,2,1,0,84,0.0000
Taiwan,Lead Author,2,2,0,287,0.0000
Taiwan,Lead Author,2,3,0,65,0.0000
Taiwan,Lead Author,3,1,0,137,0.0000
Taiwan,Lead Author,3,2,0,184,0.0000
Taiwan,Lead Author,3,3,0,139,0.0000
Taiwan,Lead Author,4,1,0,139,0.0000
Taiwan,Lead Author,4,2,0,197,0.0000
Taiwan,Lead Author,4,3,0,175,0.0000
Taiwan,Lead Author,5,1,0,195,0.0000
Taiwan,Lead Author,5,2,0,236,0.0000
Taiwan,Lead Author,5,3,0,243,0.0000
Taiwan,Review Editor,3,1,0,21,0.0000
Taiwan,Review Editor,3,2,0,34,0.0000
Taiwan,Review Editor,3,3,0,19,0.0000
Taiwan,Review Editor,4,1,0,26,0.0000
Taiwan,Review Editor,4,2,0,46,0.0000
Taiwan,Review Editor,4,3,0,26,0.0000
Taiwan,Review Editor,5,1,0,50,0.0000
Taiwan,Review Editor,5,2,0,66,0.0000
Taiwan,Review Editor,5,3,0,36,0.0000
Taiwan,Contributing Author,1,1,0,29,0.0000
Taiwan,Contributing Author,1,2,0,147,0.0000
Taiwan,Contributing Author,1,3,0,9,0.0000
Taiwan,Contributing Author,2,1,1,352,0.2841
Taiwan,Contributing Author,2,2,0,294,0.0000
Taiwan,Contributing Author,2,3,0,28,0.0000
Taiwan,Contributing Author,3,1,0,518,0.0000
Taiwan,Contributing Author,3,2,0,232,0.0000
Taiwan,Contributing Author,3,3,0,71,0.0000
Taiwan,Contributing Author,4,1,0,496,0.0000
Taiwan,Contributing Author,4,2,0,217,0.0000
Taiwan,Contributing Author,4,3,0,84,0.0000
Taiwan,Contributing Author,5,1,0,603,0.0000
Taiwan,Contributing Author,5,2,0,386,0.0000
Tanzania,Coordinating Lead Author,1,1,0,34,0.0000
Tanzania,Coordinating Lead Author,1,2,0,13,0.0000
Tanzania,Coordinating Lead Author,1,3,0,19,0.0000
Tanzania,Coordinating Lead Author,2,1,0,15,0.0000
Tanzania,Coordinating Lead Author,2,2,0,43,0.0000
Tanzania,Coordinating Lead Author,2,3,0,12,0.0000
Tanzania,Coordinating Lead Author,3,1,0,23,0.0000
Tanzania,Coordinating Lead Author,3,2,0,42,0.0000
Tanzania,Coordinating Lead Author,3,3,1,20,5.0000
Tanzania,Coordinating Lead Author,4,1,0,25,0.0000
Tanzania,Coordinating Lead Author,4,2,0,51,0.0000
Tanzania,Coordinating Lead Author,4,3,0,25,0.0000
Tanzania,Coordinating Lead Author,5,1,0,29,0.0000
Tanzania,Coordinating Lead Author,5,2,0,64,0.0000
Tanzania,Coordinating Lead Author,5,3,0,34,0.0000
Tanzania,Lead Author,1,1,1,214,0.4673
Tanzania,Lead Author,1,2,0,11,0.0000
Tanzania,Lead Author,1,3,0,43,0.0000
Tanzania,Lead Author,2,1,0,84,0.0000
Tanzania,Lead Author,2,2,2,287,0.6969
Tanzania,Lead Author,2,3,0,65,0.0000
Tanzania,Lead Author,3,1,1,137,0.7299
Tanzania,Lead Author,3,2,0,184,0.0000
Tanzania,Lead Author,3,3,0,139,0.0000
Tanzania,Lead Author,4,1,0,139,0.0000
Tanzania,Lead Author,4,2,1,197,0.5076
Tanzania,Lead Author,4,3,0,175,0.0000
Tanzania,Lead Author,5,1,0,195,0.0000
Tanzania,Lead Author,5,2,3,236,1.2712
Tanzania,Lead Author,5,3,2,243,0.8230
Tanzania,Review Editor,3,1,0,21,0.0000
Tanzania,Review Editor,3,2,0,34,0.0000
Tanzania,Review Editor,3,3,0,19,0.0000
Tanzania,Review Editor,4,1,0,26,0.0000
Tanzania,Review Editor,4,2,0,46,0.0000
Tanzania,Review Editor,4,3,0,26,0.0000
Tanzania,Review Editor,5,1,0,50,0.0000
Tanzania,Review Editor,5,2,0,66,0.0000
Tanzania,Review Editor,5,3,0,36,0.0000
Tanzania,Contributing Author,1,1,0,29,0.0000
Tanzania,Contributing Author,1,2,0,147,0.0000
Tanzania,Contributing Author,1,3,1,9,11.1111
Tanzania,Contributing Author,2,1,0,352,0.0000
Tanzania,Contributing Author,2,2,1,294,0.3401
Tanzania,Contributing Author,2,3,0,28,0.0000
Tanzania,Contributing Author,3,1,0,518,0.0000
Tanzania,Contributing Author,3,2,0,232,0.0000
Tanzania,Contributing Author,3,3,0,71,0.0000
Tanzania,Contributing Author,4,1,0,496,0.0000
Tanzania,Contributing Author,4,2,0,217,0.0000
Tanzania,Contributing Author,4,3,0,84,0.0000
Tanzania,Contributing Author,5,1,0,603,0.0000
Tanzania,Contributing Author,5,2,0,386,0.0000
Thailand,Coordinating Lead Author,1,1,0,34,0.0000
Thailand,Coordinating Lead Author,1,2,0,13,0.0000
Thailand,Coordinating Lead Author,1,3,0,19,0.0000
Thailand,Coordinating Lead Author,2,1,0,15,0.0000
Thailand,Coordinating Lead Author,2,2,0,43,0.0000
Thailand,Coordinating Lead Author,2,3,0,12,0.0000
Thailand,Coordinating Lead Author,3,1,0,23,0.0000
Thailand,Coordinating Lead Author,3,2,0,42,0.0000
Thailand,Coordinating Lead Author,3,3,0,20,0.0000
Thailand,Coordinating Lead Author,4,1,0,25,0.0000
Thailand,Coordinating Lead Author,4,2,0,51,0.0000
Thailand,Coordinating Lead Author,4,3,0,25,0.0000
Thailand,Coordinating Lead Author,5,1,0,29,0.0000
Thailand,Coordinating Lead Author,5,2,0,64,0.0000
Thailand,Coordinating Lead Author,5,3,1,34,2.9412
Thailand,Lead Author,1,1,0,214,0.0000
Thailand,Lead Author,1,2,0,11,0.0000
Thailand,Lead Author,1,3,0,43,0.0000
Thailand,Lead Author,2,1,0,84,0.0000
Thailand,Lead Author,2,2,2,287,0.6969
Thailand,Lead Author,2,3,0,65,0.0000
Thailand,Lead Author,3,1,0,137,0.0000
Thailand,Lead Author,3,2,0,184,0.0000
Thailand,Lead Author,3,3,0,139,0.0000
Thailand,Lead Author,4,1,1,139,0.7194
Thailand,Lead Author,4,2,0,197,0.0000
Thailand,Lead Author,4,3,0,175,0.0000
Thailand,Lead Author,5,1,0,195,0.0000
Thailand,Lead Author,5,2,0,236,0.0000
Thailand,Lead Author,5,3,2,243,0.8230
Thailand,Review Editor,3,1,0,21,0.0000
Thailand,Review Editor,3,2,0,34,0.0000
Thailand,Review Editor,3,3,0,19,0.0000
Thailand,Review Editor,4,1,1,26,3.8462
Thailand,Review Editor,4,2,0,46,0.0000
Thailand,Review Editor,4,3,0,26,0.0000
Thailand,Review Editor,5,1,0,50,0.0000
Thailand,Review Editor,5,2,0,66,0.0000
Thailand,Review Editor,5,3,0,36,0.0000
Thailand,Contributing Author,1,1,0,29,0.0000
Thailand,Contributing Author,1,2,1,147,0.6803
Thailand,Contributing Author,1,3,0,9,0.0000
Thailand,Contributing Author,2,1,0,352,0.0000
Thailand,Contributing Author,2,2,0,294,0.0000
Thailand,Contributing Author,2,3,0,28,0.0000
Thailand,Contributing Author,3,1,0,518,0.0000
Thailand,Contributing Author,3,2,0,232,0.0000
Thailand,Contributing Author,3,3,0,71,0.0000
Thailand,Contributing Author,4,1,0,496,0.0000
Thailand,Contributing Author,4,2,0,217,0.0000
Thailand,Contributing Author,4,3,1,84,1.1905
Thailand,Contributing Author,5,1,0,603,0.0000
Thailand,Contributing Author,5,2,0,386,0.0000
The Gambia,Coordinating Lead Author,1,1,0,34,0.0000
The Gambia,Coordinating Lead Author,1,2,0,13,0.0000
The Gambia,Coordinating Lead Author,1,3,0,19,0.0000
The Gambia,Coordinating Lead Author,2,1,0,15,0.0000
The Gambia,Coordinating Lead Author,2,2,0,43,0.0000
The Gambia,Coordinating Lead Author,2,3,0,12,0.0000
The Gambia,Coordinating Lead Author,3,1,0,23,0.0000
The Gambia,Coordinating Lead Author,3,2,1,42,2.3810
The Gambia,Coordinating Lead Author,3,3,0,20,0.0000
The Gambia,Coordinating Lead Author,4,1,0,25,0.0000
The Gambia,Coordinating Lead Author,4,2,0,51,0.0000
The Gambia,Coordinating Lead Author,4,3,0,25,0.0000
The Gambia,Coordinating Lead Author,5,1,0,29,0.0000
The Gambia,Coordinating Lead Author,5,2,1,64,1.5625
The Gambia,Coordinating Lead Author,5,3,0,34,0.0000
The Gambia,Lead Author,1,1,0,214,0.0000
The Gambia,Lead Author,1,2,0,11,0.0000
The Gambia,Lead Author,1,3,0,43,0.0000
The Gambia,Lead Author,2,1,0,84,0.0000
The Gambia,Lead Author,2,2,0,287,0.0000
The Gambia,Lead Author,2,3,0,65,0.0000
The Gambia,Lead Author,3,1,0,137,0.0000
The Gambia,Lead Author,3,2,1,184,0.5435
The Gambia,Lead Author,3,3,0,139,0.0000
The Gambia,Lead Author,4,1,0,139,0.0000
The Gambia,Lead Author,4,2,0,197,0.0000
The Gambia,Lead Author,4,3,0,175,0.0000
The Gambia,Lead Author,5,1,0,195,0.0000
The Gambia,Lead Author,5,2,1,236,0.4237
The Gambia,Lead Author,5,3,0,243,0.0000
The Gambia,Review Editor,3,1,0,21,0.0000
The Gambia,Review Editor,3,2,0,34,0.0000
The Gambia,Review Editor,3,3,0,19,0.0000
The Gambia,Review Editor,4,1,1,26,3.8462
The Gambia,Review Editor,4,2,0,46,0.0000
The Gambia,Review Editor,4,3,0,26,0.0000
The Gambia,Review Editor,5,1,0,50,0.0000
The Gambia,Review Editor,5,2,0,66,0.0000
The Gambia,Review Editor,5,3,0,36,0.0000
The Gambia,Contributing Author,1,1,0,29,0.0000
The Gambia,Contributing Author,1,2,0,147,0.0000
The Gambia,Contributing Author,1,3,0,9,0.0000
The Gambia,Contributing Author,2,1,0,352,0.0000
The Gambia,Contributing Author,2,2,0,294,0.0000
The Gambia,Contributing Author,2,3,0,28,0.0000
The Gambia,Contributing Author,3,1,0,518,0.0000
The Gambia,Contributing Author,3,2,0,232,0.0000
The Gambia,Contributing Author,3,3,0,71,0.0000
The Gambia,Contributing Author,4,1,0,496,0.0000
The Gambia,Contributing Author,4,2,0,217,0.0000
The Gambia,Contributing Author,4,3,0,84,0.0000
The Gambia,Contributing Author,5,1,0,603,0.0000
The Gambia,Contributing Author,5,2,3,386,0.7772
Trinidad and Tobago,Coordinating Lead Author,1,1,0,34,0.0000
Trinidad and Tobago,Coordinating Lead Author,1,2,0,13,0.0000
Trinidad and Tobago,Coordinating Lead Author,1,3,0,19,0.0000
Trinidad and Tobago,Coordinating Lead Author,2,1,0,15,0.0000
Trinidad and Tobago,Coordinating Lead Author,2,2,0,43,0.0000
Trinidad and Tobago,Coordinating Lead Author,2,3,0,12,0.0000
Trinidad and Tobago,Coordinating Lead Author,3,1,0,23,0.0000
Trinidad and Tobago,Coordinating Lead Author,3,2,0,42,0.0000
Trinidad and Tobago,Coordinating Lead Author,3,3,0,20,0.0000
Trinidad and Tobago,Coordinating Lead Author,4,1,0,25,0.0000
Trinidad and Tobago,Coordinating Lead Author,4,2,0,51,0.0000
Trinidad and Tobago,Coordinating Lead Author,4,3,0,25,0.0000
Trinidad and Tobago,Coordinating Lead Author,5,1,0,29,0.0000
Trinidad and Tobago,Coordinating Lead Author,5,2,0,64,0.0000
Trinidad and Tobago,Coordinating Lead Author,5,3,0,34,0.0000
Trinidad and Tobago,Lead Author,1,1,0,214,0.0000
Trinidad and Tobago,Lead Author,1,2,0,11,0.0000
Trinidad and Tobago,Lead Author,1,3,0,43,0.0000
Trinidad and Tobago,Lead Author,2,1,0,84,0.0000
Trinidad and Tobago,Lead Author,2,2,0,287,0.0000
Trinidad and Tobago,Lead Author,2,3,0,65,0.0000
Trinidad and Tobago,Lead Author,3,1,1,137,0.7299
Trinidad and Tobago,Lead Author,3,2,0,184,0.0000
Trinidad and Tobago,Lead Author,3,3,0,139,0.0000
Trinidad and Tobago,Lead Author,4,1,0,139,0.0000
Trinidad and Tobago,Lead Author,4,2,2,197,1.0152
Trinidad and Tobago,Lead Author,4,3,0,175,0.0000
Trinidad and Tobago,Lead Author,5,1,0,195,0.0000
Trinidad and Tobago,Lead Author,5,2,2,236,0.8475
Trinidad and Tobago,Lead Author,5,3,0,243,0.0000
Trinidad and Tobago,Review Editor,3,1,1,21,4.7619
Trinidad and Tobago,Review Editor,3,2,0,34,0.0000
Trinidad and Tobago,Review Editor,3,3,0,19,0.0000
Trinidad and Tobago,Review Editor,4,1,0,26,0.0000
Trinidad and Tobago,Review Editor,4,2,0,46,0.0000
Trinidad and Tobago,Review Editor,4,3,0,26,0.0000
Trinidad and Tobago,Review Editor,5,1,0,50,0.0000
Trinidad and Tobago,Review Editor,5,2,0,66,0.0000
Trinidad and Tobago,Review Editor,5,3,1,36,2.7778
Trinidad and Tobago,Contributing Author,1,1,0,29,0.0000
Trinidad and Tobago,Contributing Author,1,2,0,147,0.0000
Trinidad and Tobago,Contributing Author,1,3,0,9,0.0000
Trinidad and Tobago,Contributing Author,2,1,0,352,0.0000
Trinidad and Tobago,Contributing Author,2,2,0,294,0.0000
Trinidad and Tobago,Contributing Author,2,3,0,28,0.0000
Trinidad and Tobago,Contributing Author,3,1,0,518,0.0000
Trinidad and Tobago,Contributing Author,3,2,0,232,0.0000
Trinidad and Tobago,Contributing Author,3,3,0,71,0.0000
Trinidad and Tobago,Contributing Author,4,1,0,496,0.0000
Trinidad and Tobago,Contributing Author,4,2,0,217,0.0000
Trinidad and Tobago,Contributing Author,4,3,0,84,0.0000
Trinidad and Tobago,Contributing Author,5,1,0,603,0.0000
Trinidad and Tobago,Contributing Author,5,2,2,386,0.5181
Tunisia,Coordinating Lead Author,1,1,0,34,0.0000
Tunisia,Coordinating Lead Author,1,2,0,13,0.0000
Tunisia,Coordinating Lead Author,1,3,0,19,0.0000
Tunisia,Coordinating Lead Author,2,1,0,15,0.0000
Tunisia,Coordinating Lead Author,2,2,0,43,0.0000
Tunisia,Coordinating Lead Author,2,3,0,12,0.0000
Tunisia,Coordinating Lead Author,3,1,0,23,0.0000
Tunisia,Coordinating Lead Author,3,2,0,42,0.0000
Tunisia,Coordinating Lead Author,3,3,0,20,0.0000
Tunisia,Coordinating Lead Author,4,1,0,25,0.0000
Tunisia,Coordinating Lead Author,4,2,0,51,0.0000
Tunisia,Coordinating Lead Author,4,3,0,25,0.0000
Tunisia,Coordinating Lead Author,5,1,0,29,0.0000
Tunisia,Coordinating Lead Author,5,2,0,64,0.0000
Tunisia,Coordinating Lead Author,5,3,0,34,0.0000
Tunisia,Lead Author,1,1,0,214,0.0000
Tunisia,Lead Author,1,2,0,11,0.0000
Tunisia,Lead Author,1,3,0,43,0.0000
Tunisia,Lead Author,2,1,0,84,0.0000
Tunisia,Lead Author,2,2,1,287,0.3484
Tunisia,Lead Author,2,3,0,65,0.0000
Tunisia,Lead Author,3,1,0,137,0.0000
Tunisia,Lead Author,3,2,0,184,0.0000
Tunisia,Lead Author,3,3,0,139,0.0000
Tunisia,Lead Author,4,1,0,139,0.0000
Tunisia,Lead Author,4,2,0,197,0.0000
Tunisia,Lead Author,4,3,1,175,0.5714
Tunisia,Lead Author,5,1,0,195,0.0000
Tunisia,Lead Author,5,2,0,236,0.0000
Tunisia,Lead Author,5,3,0,243,0.0000
Tunisia,Review Editor,3,1,0,21,0.0000
Tunisia,Review Editor,3,2,0,34,0.0000
Tunisia,Review Editor,3,3,0,19,0.0000
Tunisia,Review Editor,4,1,0,26,0.0000
Tunisia,Review Editor,4,2,0,46,0.0000
Tunisia,Review Editor,4,3,0,26,0.0000
Tunisia,Review Editor,5,1,0,50,0.0000
Tunisia,Review Editor,5,2,1,66,1.5152
Tunisia,Review Editor,5,3,0,36,0.0000
Tunisia,Contributing Author,1,1,0,29,0.0000
Tunisia,Contributing Author,1,2,0,147,0.0000
Tunisia,Contributing Author,1,3,0,9,0.0000
Tunisia,Contributing Author,2,1,0,352,0.0000
Tunisia,Contributing Author,2,2,0,294,0.0000
Tunisia,Contributing Author,2,3,0,28,0.0000
Tunisia,Contributing Author,3,1,0,518,0.0000
Tunisia,Contributing Author,3,2,0,232,0.0000
Tunisia,Contributing Author,3,3,0,71,0.0000
Tunisia,Contributing Author,4,1,0,496,0.0000
Tunisia,Contributing Author,4,2,0,217,0.0000
Tunisia,Contributing Author,4,3,0,84,0.0000
Tunisia,Contributing Author,5,1,0,603,0.0000
Tunisia,Contributing Author,5,2,1,386,0.2591
Turkey,Coordinating Lead Author,1,1,0,34,0.0000
Turkey,Coordinating Lead Author,1,2,0,13,0.0000
Turkey,Coordinating Lead Author,1,3,0,19,0.0000
Turkey,Coordinating Lead Author,2,1,0,15,0.0000
Turkey,Coordinating Lead Author,2,2,0,43,0.0000
Turkey,Coordinating Lead Author,2,3,0,12,0.0000
Turkey,Coordinating Lead Author,3,1,0,23,0.0000
Turkey,Coordinating Lead Author,3,2,0,42,0.0000
Turkey,Coordinating Lead Author,3,3,0,20,0.0000
Turkey,Coordinating Lead Author,4,1,0,25,0.0000
Turkey,Coordinating Lead Author,4,2,0,51,0.0000
Turkey,Coordinating Lead Author,4,3,0,25,0.0000
Turkey,Coordinating Lead Author,5,1,0,29,0.0000
Turkey,Coordinating Lead Author,5,2,0,64,0.0000
Turkey,Coordinating Lead Author,5,3,0,34,0.0000
Turkey,Lead Author,1,1,0,214,0.0000
Turkey,Lead Author,1,2,0,11,0.0000
Turkey,Lead Author,1,3,0,43,0.0000
Turkey,Lead Author,2,1,0,84,0.0000
Turkey,Lead Author,2,2,0,287,0.0000
Turkey,Lead Author,2,3,0,65,0.0000
Turkey,Lead Author,3,1,0,137,0.0000
Turkey,Lead Author,3,2,0,184,0.0000
Turkey,Lead Author,3,3,0,139,0.0000
Turkey,Lead Author,4,1,0,139,0.0000
Turkey,Lead Author,4,2,2,197,1.0152
Turkey,Lead Author,4,3,0,175,0.0000
Turkey,Lead Author,5,1,0,195,0.0000
Turkey,Lead Author,5,2,0,236,0.0000
Turkey,Lead Author,5,3,0,243,0.0000
Turkey,Review Editor,3,1,0,21,0.0000
Turkey,Review Editor,3,2,0,34,0.0000
Turkey,Review Editor,3,3,0,19,0.0000
Turkey,Review Editor,4,1,0,26,0.0000
Turkey,Review Editor,4,2,0,46,0.0000
Turkey,Review Editor,4,3,0,26,0.0000
Turkey,Review Editor,5,1,0,50,0.0000
Turkey,Review Editor,5,2,0,66,0.0000
Turkey,Review Editor,5,3,0,36,0.0000
Turkey,Contributing Author,1,1,0,29,0.0000
Turkey,Contributing Author,1,2,0,147,0.0000
Turkey,Contributing Author,1,3,0,9,0.0000
Turkey,Contributing Author,2,1,0,352,0.0000
Turkey,Contributing Author,2,2,0,294,0.0000
Turkey,Contributing Author,2,3,0,28,0.0000
Turkey,Contributing Author,3,1,0,518,0.0000
Turkey,Contributing Author,3,2,0,232,0.0000
Turkey,Contributing Author,3,3,0,71,0.0000
Turkey,Contributing Author,4,1,0,496,0.0000
Turkey,Contributing Author,4,2,1,217,0.4608
Turkey,Contributing Author,4,3,1,84,1.1905
Turkey,Contributing Author,5,1,1,603,0.1658
Turkey,Contributing Author,5,2,0,386,0.0000
Turkmenistan,Coordinating Lead Author,1,1,0,34,0.0000
Turkmenistan,Coordinating Lead Author,1,2,0,13,0.0000
Turkmenistan,Coordinating Lead Author,1,3,0,19,0.0000
Turkmenistan,Coordinating Lead Author,2,1,0,15,0.0000
Turkmenistan,Coordinating Lead Author,2,2,0,43,0.0000
Turkmenistan,Coordinating Lead Author,2,3,0,12,0.0000
Turkmenistan,Coordinating Lead Author,3,1,0,23,0.0000
Turkmenistan,Coordinating Lead Author,3,2,0,42,0.0000
Turkmenistan,Coordinating Lead Author,3,3,0,20,0.0000
Turkmenistan,Coordinating Lead Author,4,1,0,25,0.0000
Turkmenistan,Coordinating Lead Author,4,2,0,51,0.0000
Turkmenistan,Coordinating Lead Author,4,3,0,25,0.0000
Turkmenistan,Coordinating Lead Author,5,1,0,29,0.0000
Turkmenistan,Coordinating Lead Author,5,2,0,64,0.0000
Turkmenistan,Coordinating Lead Author,5,3,0,34,0.0000
Turkmenistan,Lead Author,1,1,0,214,0.0000
Turkmenistan,Lead Author,1,2,0,11,0.0000
Turkmenistan,Lead Author,1,3,0,43,0.0000
Turkmenistan,Lead Author,2,1,0,84,0.0000
Turkmenistan,Lead Author,2,2,0,287,0.0000
Turkmenistan,Lead Author,2,3,0,65,0.0000
Turkmenistan,Lead Author,3,1,0,137,0.0000
Turkmenistan,Lead Author,3,2,0,184,0.0000
Turkmenistan,Lead Author,3,3,0,139,0.0000
Turkmenistan,Lead Author,4,1,0,139,0.0000
Turkmenistan,Lead Author,4,2,0,197,0.0000
Turkmenistan,Lead Author,4,3,0,175,0.0000
Turkmenistan,Lead Author,5,1,0,195,0.0000
Turkmenistan,Lead Author,5,2,0,236,0.0000
Turkmenistan,Lead Author,5,3,0,243,0.0000
Turkmenistan,Review Editor,3,1,0,21,0.0000
Turkmenistan,Review Editor,3,2,0,34,0.0000
Turkmenistan,Review Editor,3,3,0,19,0.0000
Turkmenistan,Review Editor,4,1,0,26,0.0000
Turkmenistan,Review Editor,4,2,0,46,0.0000
Turkmenistan,Review Editor,4,3,0,26,0.0000
Turkmenistan,Review Editor,5,1,0,50,0.0000
Turkmenistan,Review Editor,5,2,0,66,0.0000
Turkmenistan,Review Editor,5,3,0,36,0.0000
Turkmenistan,Contributing Author,1,1,0,29,0.0000
Turkmenistan,Contributing Author,1,2,0,147,0.0000
Turkmenistan,Contributing Author,1,3,0,9,0.0000
Turkmenistan,Contributing Author,2,1,0,352,0.0000
Turkmenistan,Contributing Author,2,2,1,294,0.3401
Turkmenistan,Contributing Author,2,3,0,28,0.0000
Turkmenistan,Contributing Author,3,1,0,518,0.0000
Turkmenistan,Contributing Author,3,2,0,232,0.0000
Turkmenistan,Contributing Author,3,3,0,71,0.0000
Turkmenistan,Contributing Author,4,1,0,496,0.0000
Turkmenistan,Contributing Author,4,2,0,217,0.0000
Turkmenistan,Contributing Author,4,3,0,84,0.0000
Turkmenistan,Contributing Author,5,1,0,603,0.0000
Turkmenistan,Contributing Author,5,2,0,386,0.0000
Uganda,Coordinating Lead Author,1,1,0,34,0.0000
Uganda,Coordinating Lead Author,1,2,0,13,0.0000
Uganda,Coordinating Lead Author,1,3,0,19,0.0000
Uganda,Coordinating Lead Author,2,1,0,15,0.0000
Uganda,Coordinating Lead Author,2,2,0,43,0.0000
Uganda,Coordinating Lead Author,2,3,0,12,0.0000
Uganda,Coordinating Lead Author,3,1,0,23,0.0000
Uganda,Coordinating Lead Author,3,2,0,42,0.0000
Uganda,Coordinating Lead Author,3,3,0,20,0.0000
Uganda,Coordinating Lead Author,4,1,0,25,0.0000
Uganda,Coordinating Lead Author,4,2,0,51,0.0000
Uganda,Coordinating Lead Author,4,3,0,25,0.0000
Uganda,Coordinating Lead Author,5,1,0,29,0.0000
Uganda,Coordinating Lead Author,5,2,0,64,0.0000
Uganda,Coordinating Lead Author,5,3,0,34,0.0000
Uganda,Lead Author,1,1,0,214,0.0000
Uganda,Lead Author,1,2,0,11,0.0000
Uganda,Lead Author,1,3,0,43,0.0000
Uganda,Lead Author,2,1,0,84,0.0000
Uganda,Lead Author,2,2,0,287,0.0000
Uganda,Lead Author,2,3,1,65,1.5385
Uganda,Lead Author,3,1,0,137,0.0000
Uganda,Lead Author,3,2,1,184,0.5435
Uganda,Lead Author,3,3,0,139,0.0000
Uganda,Lead Author,4,1,0,139,0.0000
Uganda,Lead Author,4,2,0,197,0.0000
Uganda,Lead Author,4,3,0,175,0.0000
Uganda,Lead Author,5,1,0,195,0.0000
Uganda,Lead Author,5,2,0,236,0.0000
Uganda,Lead Author,5,3,1,243,0.4115
Uganda,Review Editor,3,1,0,21,0.0000
Uganda,Review Editor,3,2,0,34,0.0000
Uganda,Review Editor,3,3,0,19,0.0000
Uganda,Review Editor,4,1,0,26,0.0000
Uganda,Review Editor,4,2,0,46,0.0000
Uganda,Review Editor,4,3,0,26,0.0000
Uganda,Review Editor,5,1,0,50,0.0000
Uganda,Review Editor,5,2,0,66,0.0000
Uganda,Review Editor,5,3,0,36,0.0000
Uganda,Contributing Author,1,1,0,29,0.0000
Uganda,Contributing Author,1,2,0,147,0.0000
Uganda,Contributing Author,1,3,0,9,0.0000
Uganda,Contributing Author,2,1,0,352,0.0000
Uganda,Contributing Author,2,2,0,294,0.0000
Uganda,Contributing Author,2,3,0,28,0.0000
